Firm_ID,Canonical_Firm,AKA_1,AKA_2,AKA_3,Variants_Merged,N_MDLs,N_Mentions,MDLs
F1089,"Downing, Allison & Jorgenson",,,,1,1,1,3036
F1090,"Margulis Gelfand, LLC",,,,1,1,1,3036
F1091,Mack Rosenberg Law,,,,1,1,1,3036
F1092,"A. LIBERATORE, P.C.",,,,1,1,1,3036
F1093,"Law Offices of Sadaka Associates, LLC",,,,1,1,1,3036
F1094,Tinsman & Sciano Inc.,,,,1,1,1,3037
F1095,Preuss | Foster Law,,,,1,1,1,3037
F1096,Dilley Law Firm,,,,1,1,1,3037
F1097,"McIntyre Thanasides Bringgold Elliott Grimaldi & Guito, P.A.",,,,1,1,1,3037
F1098,"Singleton Schreiber, LLP",Singleton Schreiber,,,1,2,2,"3043, 3140"
F1099,"Rivero Mestre, LLP",Rivero Mestre LLP,,,1,1,2,3050
F1100,"Forester Haynie, PLLC",,,,1,1,2,3044
F1101,"Jacob D. Fuchsberg Law Firm, LLP",,,,1,1,2,3044
F1102,Weisman Kennedy,,,,1,1,2,3044
F1103,Honik LLC,,,,1,1,2,3050
F1104,"Humphrey Farrington & McClain, P.C.",HUMPHREY FARRINGTON & McCLAIN,,,1,1,3,3052
F1105,"ALLEN STOVAL NEUMAN & ASHTON, LLP",,,,1,1,1,3052
F1106,COZEN O’CONNOR,,,,1,1,2,3052
F1107,GROTEFFELD HOFFMANN LLP,,,,1,1,2,3052
F1108,"BERGER KAHN, A Law Corporation.",,,,1,1,1,3052
F1109,LAW OFFICES OF ROBERT A. STUNTMAN. P.C.,,,,1,1,1,3052
F1110,GROTEFELD HOFFMANN LLP,,,,1,1,2,3052
F1111,MWH Law Group LLP,,,,1,1,1,3052
F1112,Caplan Cobb LLC,,,,1,1,1,3051
F1113,"The Blakely Firm, LLC",,,,1,1,1,3051
F1114,JENNER & BLOCK LLP,,,,1,1,1,3052
F1115,Dann Law,,,,1,1,1,3056
F1116,Meyer Wilson,MEYER WILSON,,,1,3,5,"3056, 3092, 3094"
F1117,"McCune Wright Arevalo, LLP",,,,1,1,2,2993
F1118,Eckert Seamans,,,,1,1,2,3060
F1119,Korein Tillery P.C.,KOREIN TILLERY LLC,Korein Tillery LLC,,1,4,12,"3062, 3071, 3107, 3113"
F1120,Hawkins Parnell,,,,1,1,1,3060
F1121,Sims Funk PLC,"Sims Funk, PLC",,,1,1,2,3071
F1122,"DeSouza Law, PA",,,,1,1,1,3075
F1123,Miles & Stockbridge P.C.,,,,1,1,1,3075
F1124,"Lowery Dannenberg, P.C.",,,,1,1,2,3071
F1125,Edelson Lechtzin LLP,,,,1,1,4,2993
F1126,Kershaw Talley Barlow PC,KERSHAW TALLEY & BARLOW,KERSHAW TALLEY BARLOW,,1,2,4,"3078, 3092"
F1127,"Bryson, Harris, Suciu & Demay PLLC",,,,1,1,2,3078
F1128,Lee Segui PLLC,,,,1,1,2,3078
F1129,"Pinto Coates Kyre & Bowers, PLLC",,,,1,1,1,3062
F1130,Baker & Hostetler LLP,Baker Hostetler LLP,,,1,2,2,"3071, 3090"
F1131,MARCUS & ZELMAN LLC,,,,1,1,1,3074
F1132,WALLACE MILLER,Wallace Miller,,,1,2,4,"3079, 3092"
F1133,"Childers, Schlueter & Smith, LLC","CHILDERS, SCHLUETER & SMITH, LLC",,,1,3,5,"3079, 3092, 3115"
F1134,ANAPOLWEISS,,,,1,1,1,3079
F1135,CROSS LAW FIRM,,,,1,1,1,3078
F1136,"OMER LAW FIRM, PLLC",,,,1,1,1,3078
F1137,"Roberts Law Firm US, PC",,,,1,2,6,"3080, 3110"
F1138,"Dickerson Oxton, LLC",Dickerson Oxton LLC,,,1,2,7,"3081, 3125"
F1139,"Ciresi Conlin, LLP",Ciresi Conlin LLP,Ciresi Conlin,,1,4,9,"3081, 3089, 3108, 3140"
F1140,Scout Law Group,,,,1,1,3,3081
F1141,"Holman Schiavone, LLC",Holman Schiavone LLC,,,1,2,3,"3081, 3125"
F1142,Ratzan Weissman & Boldt,,,,1,2,4,"3081, 3125"
F1143,"The Cochran Firm – Dallas, PLLC",,,,1,1,3,3081
F1144,Balaban Law LLC,Balaban Law,,,1,2,4,"3081, 3125"
F1145,"Leger Ketchum & Cohoon, PLLC",,,,1,1,3,3081
F1146,"Woodworth Law Firm, LLC",,,,1,1,3,3081
F1147,"Dickey Anderson, LLC",,,,1,1,3,3081
F1148,Robert Brown Law,,,,1,1,3,3081
F1149,"Trial Lawyers for Justice, P.C.",Trial Lawyers for Justice,,,1,2,4,"3081, 3125"
F1150,"Constant Legal Group, LLP",Constant Legal Group LLP,,,1,2,4,"3081, 3125"
F1151,Beus O’Connor McGroder PLLC,Beus O’Connor McGroder,,,1,2,3,"3081, 3125"
F1152,The Nations Law Firm,,,,1,1,2,3081
F1153,The Gori Law Firm,,,,1,2,2,"3081, 3094"
F1154,Peiffer Wolf,,,,1,1,1,3081
F1155,Ben Crump Law,,,,1,1,1,3080
F1156,"NS PR Law Services, LLC",,,,1,1,1,3080
F1157,Environmental Litigation Group PC,,,,1,1,1,3080
F1158,The Cicala Law Firm PLLC,,,,1,1,1,3080
F1159,Liston & Deas PLLC,,,,1,1,1,3080
F1160,Forman Watkins & Krutz LLP,,,,1,1,1,3080
F1161,MSP Recovery Law Firm,,,,1,1,1,3080
F1162,"eDiscovery CoCounsel, PLLC",,,,1,1,1,3081
F1163,Friedman Gilbert + Gerhardstein,FRIEDMAN GILBERT + GERHARDSTEIN,,,1,1,3,3092
F1164,Bailey Cowan Heckaman PLLC,,,,1,1,5,3087
F1165,Pearce Lewis LLP,,,,1,1,1,3087
F1166,McKelvey Law LLC,,,,1,1,1,3087
F1167,Lytle Soule & Felty P.C.,,,,1,1,1,3087
F1168,The Sultzer Law Group P.C.,,,,1,1,1,3089
F1169,Clarkson Law Firm P.C.,Clarkson Law Firm,,,1,2,2,"3089, 3149"
F1170,Kaplan Gore LLP,,,,1,1,1,3089
F1171,Frazer PLC,FRAZER PLC,,,1,1,3,3092
F1172,Haber LLP,HABER LLP,,,1,1,3,3092
F1173,Flint Cooper Cohn Thompson & Miracle,FLINT COOPER COHN THOMPSON & MIRACLE,,,1,1,3,3092
F1174,"Fibich, Leebron, Copeland & Briggs","FIBICH, LEEBRON, COPELAND & BRIGGS",,,1,1,3,3092
F1175,Flint Cooper LLC,FLINT COOPER LLC,,,1,1,3,3092
F1176,Tittle & Perlmuter,,,,1,1,2,3092
F1177,Hammers Law Firm,Hammers Law,HAMMERS LAW FIRM,,1,2,4,"3092, 3094"
F1178,"Cooper Law Partners, PLLC",COOPER LAW PARTNERS PLLC,,,1,1,3,3092
F1179,Dolman Law Group,DOLMAN LAW GROUP,,,1,1,3,3092
F1180,Bey & Associates,BEY & ASSOCIATES,,,1,1,3,3092
F1181,"Goza & Honnold, LLC",,,,1,1,1,3094
F1182,Susen Law Firm,Susen Law Group,,,1,1,2,3094
F1183,Leif Cabraser Heimann and Bernstien,,,,1,1,1,3094
F1184,Ferrer Poirot Feller Daniel,,,,1,1,1,3094
F1185,Laborde Earles Injury Lawyers,,,,1,1,1,3094
F1186,Sullivan Paipan Block McManus Coffinas & Cannavo,,,,1,1,1,3094
F1187,Park Waichman,,,,1,1,1,3094
F1188,LOWE SCOTT FISHER,,,,1,1,1,3092
F1189,Pogust Goodhead,,,,1,1,1,3094
F1190,Alex Walsh Law,,,,1,1,1,3094
F1191,"Roberts Law Firm U.S., PC",,,,1,1,1,3097
F1192,Wilkinson Stekloff LLP,,,,1,1,2,3110
F1193,RMP LLP,,,,1,1,2,3110
F1194,"Marshall, Gerstein & Borun LLP",,,,1,1,1,3103
F1195,Gemini Law LLP,,,,1,1,1,3103
F1196,Fish & Richardson P.C.,,,,1,1,1,3103
F1197,Rakoczy Molino Mazzochi Siwik LLP,,,,1,1,1,3103
F1198,MOLOLAMKEN LLP,MoloLamken LLP,,,1,1,7,3113
F1199,The Kaplan Law Firm,Kaplan Law Firm,,,1,1,4,3111
F1200,Plakas Mannos,,,,1,1,1,3107
F1201,Spiro Harrison & Nelson,,,,1,1,1,3107
F1202,"Zoll & Kranz, LLC",,,,1,1,1,3107
F1203,Bathaee Dunne LLP,,,,1,1,1,3107
F1204,BoiesBattin LLP,,,,1,1,1,3107
F1205,"Steven N. Williams Law, P.C.",,,,1,1,1,3107
F1206,"Morris, King & Hodge P.C.",,,,1,1,3,3108
F1207,Modjarrad Abusaad & Said,,,,1,1,1,3114
F1208,The Ward Law Firm,,,,1,1,2,3119
F1209,"Dodd Law Office, LLC",,,,1,1,2,3119
F1210,"KELLOGG, HANSEN, TODD FIGEL & FREDERICK, P.L.L.C.","Kellogg, Hansen, Todd, Figel & Frederick, P.L.L.C.",,,1,1,6,3113
F1211,Allen Overy Shearman Sterling US LLP,,,,1,1,1,3110
F1212,Eimer Stahl LLP,,,,1,1,2,3110
F1213,Arnall Golden Gregory LLP,,,,1,1,2,3121
F1214,Devlin Law Firm LLC,,,,1,1,2,3108
F1215,Meyerson & Miller,,,,1,1,2,3108
F1216,Fishman Haygood L.L.P.,Fishman Haygood,,,1,2,3,"3108, 3140"
F1217,Robbins Geller Rudman & Dowd LLP - BR FL,,,,1,1,1,3115
F1218,Keller Rohrback LLP – CA,,,,1,1,1,3115
F1219,AVA Law Group,,,,1,1,1,3125
F1220,"Cutter Law, P.C.",,,,1,1,1,3125
F1221,"Bowen Hatch Law, PC",,,,1,1,1,3125
F1222,Poynter Law Group,,,,1,1,2,3127
F1223,"Watson Burns, PLLC",,,,1,1,3,3127
F1224,"Methvin, Terrell, Yancey, Stephens, & Miller, P.C.",,,,1,1,1,3148
F1225,McIntyre Tate LLP,,,,1,1,1,3148
F1226,Lebaton Keller Sucharow LLP,,,,1,1,1,3149
F1227,"Newsome Melton, P.A.",,,,1,1,1,3128
F1228,"The Consumer Protection Attorney, P.A.",,,,1,1,1,3128
F1229,Kneupper & Covey P.C.,,,,1,1,1,3128
F1230,Connecticut Fair Housing Center,,,,1,1,1,3128
F1231,Law Offices of Ron Marron,,,,1,1,1,3128
F1232,Rothwell Figg,,,,1,1,2,3143
F1233,Klaris Law,,,,1,1,1,3143
F1234,"Frantz Law Group, APLC","FRANTZ LAW GROUP, APLC",,,1,1,4,3149
F1235,"MURPHY, HESSE, TOOMEY & LEHANE LLP",,,,1,1,2,3149
F1236,ARTIANO SHINOFF,,,,1,1,2,3149
F1237,"Pittman, Dutton, Hellums, Bradley & Mann",,,,1,1,2,3140
F1238,"Rafferty, Domnick, Cunningham, Yaffa",,,,1,1,1,3140
F1239,Seeger Devine,,,,1,1,1,3140
F1240,Stag Liuzza,,,,1,1,1,3140
F1241,Hilliard Law,,,,1,1,1,3140
F1242,Kellogg Hansen,,,,1,1,1,3140
F1243,Stranch Jennings,,,,1,1,2,3140
F1244,Simmons Hanly,,,,1,1,1,3140
F1245,Lieff Cabraser,,,,1,1,1,3140
F1246,Dunn Sheehan,,,,1,1,1,3140
F1247,Schwaba Law Firm,,,,1,1,1,3140
F1248,McGartland Law Firm,,,,1,1,1,3140
F1249,Culpepper & Associates,,,,1,1,1,3140
F1250,Law Office of Barrett Yarbrough,,,,1,1,1,3140
F1251,Clark Partington,,,,1,1,1,3140
F1252,Cornell Law,,,,1,1,1,3140
F1253,"Panish, Shea, Boyle, Ravipudi",,,,1,1,1,3140
