kind,pair_key,verdict,confidence,source,a,b
attorney,att|douglas.kreis..1|douglass.kreis.aylstock-kreis-overholtz-witkin.11,same,high,llm-batch,"names: Douglass A. Kreis, Douglass A Kreis, Douglass Kreis | firm(s): Aylstock, Witkin, Kreis & Overholtz; Aylstock, Witkin, Kreis & Overholtz PLLC; Aylstock, W",names: Douglas Kreis | firm(s): (no firm recorded) | MDLs: 3140 | corpus: new_extracted | mentions: 1
attorney,att|douglass.kreis.aylstock-kreis-overholtz-witkin.11|dougless.kreis.aylstock-kreis-overholtz-witkin.1,same,high,llm-batch,"names: Douglass A. Kreis, Douglass A Kreis, Douglass Kreis | firm(s): Aylstock, Witkin, Kreis & Overholtz; Aylstock, Witkin, Kreis & Overholtz PLLC; Aylstock, W","names: Dougless A. Kreis | firm(s): Aylstock, Witkin, Kreis & Overholtz | MDLs: 2391 | corpus: old_extracted | mentions: 1"
attorney,att|thomas.mallon.mellon-shelly-webster.1|thomas.mellon.mellon-shelley-shelly-webster.3,same,high,llm-web,"names: Thomas E. Mallon, Jr. [suffix jr] | firm(s): MELLON, WEBSTER & SHELLY | MDLs: 1995 | corpus: new_extracted | mentions: 1","names: Thomas Mellon, Thomas E. Mellon Jr. [suffix jr] | firm(s): Mellon, Webster & Shelly; Mellon, Webster & Shelley | MDLs: 1570, 1871 | corpus: old_extracted"
attorney,att|bonney.sweeney.hausfeld.1|bonny.sweeney.coughlin-geller-hausfeld-robbins-rudman-stoia.4,same,high,llm-batch,"names: Bonny E. Sweeney, Bonny Sweeney | firm(s): Hausfeld LLP; Coughlin Stoia Geller Rudman & Robbins, LLP | MDLs: 2007, 2724 | corpus: new_extracted/old_extra",names: Bonney E. Sweeney | firm(s): Hausfeld LLP | MDLs: 2724 | corpus: old_extracted | mentions: 1
attorney,att|matt.edling.edling-sher.2|matthew.edling.cotchett-mccarthy-pitre.2,same,high,llm-batch,"names: Matthew K. Edling | firm(s): Cotchett, Pitre, & McCarthy, LLP; Cotchett, Pitre & McCarthy LLP | MDLs: 2017, 2624 | corpus: new_extracted/old_extracted | ","names: Matt Edling | firm(s): Sher Edling, LLP | MDLs: 2873 | corpus: old_extracted | mentions: 2"
attorney,att|nicholas.migliaccio.mason.1|nicholas.migliaccio.migliaccio-rathod.1,same,high,llm-batch,"names: Nicholas A. Migliaccio | firm(s): Mason, LLP | MDLs: 2025 | corpus: new_extracted | mentions: 1",names: Nicholas A. Migliaccio | firm(s): Migliaccio & Rathod LLP | MDLs: 2875 | corpus: old_extracted | mentions: 1
attorney,att|peter.mougey.levin-mitchell-papantonio-proctor-rafferty-thomas.2|peter.muhic.barroway-check-kessler-meltzer-topaz.1,distinct,high,llm-batch,names: Peter A. Muhic | firm(s): Barroway Topaz Kessler Meltzer & Check LLP | MDLs: 2025 | corpus: new_extracted | mentions: 1,"names: Peter J. Mougey | firm(s): Levin, Papantonio, Thomas, Mitchell, Rafferty & Proctor, P.A. | MDLs: 2357 | corpus: old_extracted | mentions: 2"
attorney,att|jennifer.sarnelli.depalma-greenberg-lite.1|jennifer.sarnelli.gardy-notis.1,same,high,llm-batch,"names: Jennifer Sarnelli | firm(s): Lite DePalma and Greenberg, LLC | MDLs: 2025 | corpus: new_extracted | mentions: 1",names: Jennifer Sarnelli | firm(s): Gardy & Notis LLP | MDLs: 2188 | corpus: new_extracted | mentions: 1
attorney,att|daniel.mogin.mogin.2|danielle.mason.grossman-phillips-sanders.1,distinct,high,llm-batch,"names: Daniel J. Mogin, Daniel Mogin | firm(s): The Mogin Law Firm P.C.; the Mogin Law Firm, P.C. | MDLs: 2023, 2668 | corpus: new_extracted | mentions: 2","names: Danielle Mason | firm(s): Sanders Phillips Grossman, LLC | MDLs: 2973 | corpus: new_extracted | mentions: 1"
attorney,att|daniel.mogin.mogin.2|danielle.mason.allen-beasley-crow-methvin-miles-portis.1,distinct,high,llm-batch,"names: Daniel J. Mogin, Daniel Mogin | firm(s): The Mogin Law Firm P.C.; the Mogin Law Firm, P.C. | MDLs: 2023, 2668 | corpus: new_extracted | mentions: 2","names: Danielle Ward Mason | firm(s): Beasley, Allen, Crow, Methvin, Portis & Miles, P.C. | MDLs: 2750 | corpus: old_extracted | mentions: 1"
attorney,att|daniel.mason.furth-li-mason-salem.2|daniel.mogin.mogin.2,distinct,high,llm-batch,"names: Daniel J. Mogin, Daniel Mogin | firm(s): The Mogin Law Firm P.C.; the Mogin Law Firm, P.C. | MDLs: 2023, 2668 | corpus: new_extracted | mentions: 2","names: Daniel S. Mason | firm(s): Furth Salem Mason & Li, LLP | MDLs: 2724 | corpus: old_extracted | mentions: 2"
attorney,att|danielle.mason.allen-beasley-crow-methvin-miles-portis.1|danielle.mason.grossman-phillips-sanders.1,same,medium,llm-batch,"names: Danielle Mason | firm(s): Sanders Phillips Grossman, LLC | MDLs: 2973 | corpus: new_extracted | mentions: 1","names: Danielle Ward Mason | firm(s): Beasley, Allen, Crow, Methvin, Portis & Miles, P.C. | MDLs: 2750 | corpus: old_extracted | mentions: 1"
attorney,att|daniel.mason.furth-li-mason-salem.2|danielle.mason.grossman-phillips-sanders.1,distinct,high,llm-batch,"names: Danielle Mason | firm(s): Sanders Phillips Grossman, LLC | MDLs: 2973 | corpus: new_extracted | mentions: 1","names: Daniel S. Mason | firm(s): Furth Salem Mason & Li, LLP | MDLs: 2724 | corpus: old_extracted | mentions: 2"
attorney,att|daniel.mason.furth-li-mason-salem.2|danielle.mason.allen-beasley-crow-methvin-miles-portis.1,distinct,high,llm-batch,"names: Danielle Ward Mason | firm(s): Beasley, Allen, Crow, Methvin, Portis & Miles, P.C. | MDLs: 2750 | corpus: old_extracted | mentions: 1","names: Daniel S. Mason | firm(s): Furth Salem Mason & Li, LLP | MDLs: 2724 | corpus: old_extracted | mentions: 2"
attorney,att|eric.chaffin.bernstein-liebhard.1|eric.chaffin.chaffin-luhana.1,same,high,llm-batch,names: Eric Chaffin | firm(s): Bernstein Liebhard LLP | MDLs: 2051 | corpus: new_extracted | mentions: 1,names: Eric Chaffin | firm(s): CHAFFIN LUHANA LLP | MDLs: 2187 | corpus: old_extracted | mentions: 1
attorney,att|norman.seigel..2|norman.siegel.hanson-kcmo-siegel-stueve.26,same,high,llm-web,"names: Norman E. Siegel, Norman Siegel, Norman Eli Siegel | firm(s): Stueve Siegel Hanson LLP; Stueve Siegel Hanson LLP - KCMO; STUEVE SIEGEL HANSON LLP | MDLs:",names: Norman E. Seigel | firm(s): (no firm recorded) | MDLs: 2904 | corpus: new_extracted | mentions: 2
attorney,att|richard.head.environmental-sl.2|richard.hood.andrus-boudreaux.1,distinct,high,llm-batch,"names: Richard J. Hood | firm(s): Andrus Boudreaux, PLC | MDLs: 2087 | corpus: new_extracted | mentions: 1",names: Richard Head | firm(s): SL Environmental Law Group | MDLs: 2873 | corpus: old_extracted | mentions: 2
attorney,att|jeff.grand.bernstein-liebhard.7|jeff.grand.seeger-weiss.2,same,medium,llm-batch,"names: Jeff Grand | firm(s): Seeger Weiss LLP | MDLs: 2087, 3089 | corpus: new_extracted | mentions: 2","names: Jeff Grand | firm(s): Bernstein Liebhard, LLP; BERNSTEIN LIEBHARD | MDLs: 2187, 2244 | corpus: old_extracted | mentions: 7"
attorney,att|mark.zamora.bunch-esq-james-mark-zamora.4|mark.zamora.orlando.2,same,medium,llm-batch,"names: Mark Zamora | firm(s): Mark Zamora & Associates; Bunch, James & Zamora; ZAMORA FIRM | MDLs: 2087, 2226, 2419, 2767 | corpus: new_extracted/old_extracted ","names: Mark Zamora | firm(s): The Orlando Firm; The Orlando Firm, PC | MDLs: 2492 | corpus: old_extracted | mentions: 2"
attorney,att|christopher.murphy.doran-murphy.1|christopher.murphy.emery-mcdermott-will.1,distinct,medium,llm-web,names: Christopher M. Murphy | firm(s): Doran & Murphy | MDLs: 2085 | corpus: new_extracted | mentions: 1,names: Christopher M. Murphy | firm(s): McDermott Will & Emery LLP | MDLs: 2359 | corpus: new_extracted | mentions: 1
attorney,att|jeffrey.cereghino.merrill-molineaux-molineux-namora-nomura.2|jeffrey.corrigan.kodroff-roseman-spector-willis.1,distinct,high,llm-batch,"names: Jeffrey Cereghino | firm(s): Merrill Nomura & Molineux, LLP; Merrill Namora & Molineaux LLP | MDLs: 2098 | corpus: new_extracted | mentions: 2","names: Jeffrey J. Corrigan | firm(s): Spector Roseman Kodroff & Willis, P.C. | MDLs: 2081 | corpus: new_extracted | mentions: 1"
attorney,att|michael.ram.levy-mass-morgan-olson-ram-tort.6|michael.ryan..1,distinct,high,llm-batch,"names: Michael F. Ram, Michael Ram | firm(s): Levy Ram and Olson, llp; Ram and Olson L.L.P.; Morgan & Morgan Complex Litigation Group | MDLs: 2098, 3014, 3052 |",names: Michael J. Ryan | firm(s): (no firm recorded) | MDLs: 2047 | corpus: old_extracted | mentions: 1
attorney,att|paul.antione.biddle-drinker-reath.1|paul.antoine.biddle-drinker-reath.2,same,high,llm-web,"names: Paul H. Saint-Antoine, Paul Saint-Antoine | firm(s): Drinker Biddle & Reath, LLP; Drinker, Biddle & Reath, LLP | MDLs: 2081, 2460 | corpus: new_extracted","names: Paul Saint-Antione | firm(s): Drinker, Biddle & Reath, LLP | MDLs: 2460 | corpus: old_extracted | mentions: 1"
attorney,att|conlee.whiteley.kanner-whiteley.3|conlee.whitely..1,same,high,llm-web,"names: Conlee Whiteley, Conlee S. Whiteley | firm(s): KANNER & WHITELEY, L.L.C.; Kanner & Whiteley, LLC | MDLs: 2107, 2875, 2924 | corpus: new_extracted/old_ext",names: Conlee Whitely | firm(s): (no firm recorded) | MDLs: 2924 | corpus: new_extracted | mentions: 1
attorney,att|michael.buchman.dahlstrom-gross-grossman-haudek-hufford-pomerantz.3|michael.buchman.motley-rice.11,same,medium,llm-batch,"names: Michael M. Buchman, Michael Buchman | firm(s): Pomerantz Haudek Grossman & Gross LLP; Pomerantz, Grossman, Hufford, Dahlstrom & Gross, LLP | MDLs: 2173, ","names: Michael M. Buchman, Michael Buchman | firm(s): Motley Rice LLC; MOTLEY RICE LLC | MDLs: 2445, 2460, 2472, 2516, 2724, 2836, 2966 | corpus: new_extracted/"
attorney,att|mindee.reuben.afanador-depalma-greenberg-lite.4|mindee.rueben.asher-kitchenoff-weinstein.2,same,high,llm-web,names: Mindee Rueben | firm(s): Weinstein Kitchenoff & Asher LLC | MDLs: 2196 | corpus: new_extracted | mentions: 2,"names: Mindee J. Reuben | firm(s): Lite DePalma Greenberg, LLC; Lite DePalma Greenberg & Afanador, LLC | MDLs: 2724 | corpus: old_extracted | mentions: 4"
attorney,att|matt.sill.medley-sill.2|matthew.sill.fulmer-sill.8,same,high,llm-batch,"names: Matt Sill | firm(s): Sill & Medley; Sill Law Group | MDLs: 2226, 2331 | corpus: new_extracted/old_extracted | mentions: 2","names: Matthew Sill, Matthew J. Sill | firm(s): Fulmer Sill; the Sill Law Group; Sill Law Group | MDLs: 2700, 3026, 3108 | corpus: new_extracted | mentions: 8"
attorney,att|phong.tran.dowd-geller-robbins-rudman.1|phong.tran.fistel-johnson.1,same,medium,llm-batch,names: Phong L. Tran | firm(s): Robbins Geller Rudman & Dowd LLP | MDLs: 2238 | corpus: new_extracted | mentions: 1,"names: Phong Tran | firm(s): Johnson Fistel, LLP | MDLs: 2827 | corpus: old_extracted | mentions: 1"
attorney,att|david.dugas.mcglinchey-stafford.1|david.dukes.mullins-nelson-riley-scarborough.6,distinct,high,llm-batch,names: David R. Dugas | firm(s): McGlinchey Stafford PLLC | MDLs: 2299 | corpus: new_extracted | mentions: 1,"names: David E. Dukes, David Eidson Dukes | firm(s): Nelson Mullins Riley & Scarborough LLP; Nelson Mullins Riley & Scarborough | MDLs: 2873, 3036 | corpus: new"
attorney,att|janine.pollack.adler-freeman-haldenstein-herz-wolf.2|janine.pollack.milberg.2,same,high,llm-batch,names: Janine L. Pollack | firm(s): Milberg LLP | MDLs: 2308 | corpus: new_extracted | mentions: 2,names: Janine L. Pollack | firm(s): Wolf Haldenstein Adler Freeman & Herz LLP | MDLs: 2705 | corpus: old_extracted | mentions: 2
attorney,att|stephen.grygiel.bartels-grygiel-keefe-silverman-slutkin-thompson-white.5|steven.grygiel.grygiel.1,same,high,llm-batch,"names: Stephen G. Grygiel, Stephen C. Grygiel | firm(s): Silverman, Thompson, Slutkin & White LLC; Keefe Bartels, LLC; Grygiel Law LLC | MDLs: 2314, 2358 | corp",names: Steven G. Grygiel | firm(s): Grygiel Law LLC | MDLs: 2314 | corpus: new_extracted | mentions: 1
attorney,att|marc.godino.binkow-glancy-goldberg.4|mark.godino.glancy-murray-prongay.3,same,high,llm-batch,"names: Marc L. Godino | firm(s): Glancy Binkow and Goldberg LLP | MDLs: 2357, 2904 | corpus: new_extracted/old_extracted | mentions: 4","names: Mark Godino | firm(s): Glancy Prongay & Murray, LLP | MDLs: 2357 | corpus: old_extracted | mentions: 3"
attorney,att|david.omara.omara.2|david.omer.omer.1,distinct,high,llm-batch,"names: David C. OMara | firm(s): The OMara Law Firm, P.C. | MDLs: 2357 | corpus: old_extracted | mentions: 2","names: David G. Omer | firm(s): OMER LAW FIRM, PLLC | MDLs: 3078 | corpus: new_extracted | mentions: 1"
attorney,att|frank.schirripa.cheverie-hach-rose-schirripa.3|frank.shirrippa.cheverie-hach-rose-schirripa.1,same,high,llm-web,"names: Frank Schirripa, Frank R. Schirripa | firm(s): HACH ROSE SCHIRRIPA & CHEVERIE LLP; Hach Rose Schirripa & Cheverie LLP; Hach Rose Schirripa & Cheverie, LL","names: Frank R. Shirrippa | firm(s): HACH ROSE SCHIRRIPA & CHEVERIE, LLP | MDLs: 2472 | corpus: old_extracted | mentions: 1"
attorney,att|john.restaino.restaino-siler.10|jon.restaino.restaino.2,same,high,llm-batch,"names: John M. Restaino, John Restaino | firm(s): The Restaino Law Firm; Restaino Siler; THE RESTAINO LAW FIRM | MDLs: 2187, 2197, 2244, 2385, 2452 | corpus: ne","names: Jon Restaino | firm(s): The Restaino Law Firm | MDLs: 2187, 2440 | corpus: old_extracted | mentions: 2"
attorney,att|edwin.kilpela.carlson-kilpela-lynch-sweet.1|edwin.kilpela.cavanaugh-del-sole-stroyd.1,same,medium,llm-batch,"names: Edwin J. Kilpela, Jr. [suffix jr] | firm(s): Del Sole Cavanaugh Stroyd LLC | MDLs: 2491 | corpus: new_extracted | mentions: 1","names: Edwin J. Kilpela, Jr. [suffix jr] | firm(s): Carlson Lynch Sweet & Kilpela, LLP | MDLs: 2586 | corpus: old_extracted | mentions: 1"
attorney,att|derek.brandt.angelides-barnerd-browder-gianaris-simmons.1|derek.brandt.arevalo-mccune-wright.1,same,medium,llm-batch,"names: Derek Y. Brandt | firm(s): Simmons, Browder Gianaris Angelides & Barnerd, LLC | MDLs: 2519 | corpus: new_extracted | mentions: 1","names: Derek Brandt | firm(s): McCune Wright Arevalo, LLP | MDLs: 2993 | corpus: new_extracted | mentions: 1"
attorney,att|kit.pearson..1|kit.pierson.cohen-milstein-sellers-toll.4,same,high,llm-web,"names: Kit A. Pierson, Kit Pierson | firm(s): Cohen Milstein Sellers & Toll PLLC; Cohen Milstein Sellers & Toll, PLLC | MDLs: 2437, 2508, 2567 | corpus: new_ext",names: Kit Pearson | firm(s): (no firm recorded) | MDLs: 2437 | corpus: old_extracted | mentions: 1
attorney,att|charles.barrett.barrett.1|charles.barrett.harwell-neal.3,same,medium,llm-web,names: Charles Barrett | firm(s): The Barrett Law Group | MDLs: 2508 | corpus: new_extracted | mentions: 1,"names: Charles Barrett | firm(s): Neal & Harwell, PLC | MDLs: 3032 | corpus: new_extracted | mentions: 3"
attorney,att|joseph.rice.motley-rice.23|jospeh.rice..1,same,medium,llm-batch,"names: Joseph F. Rice, Joseph Rice | firm(s): Motley Rice, LLC; Motley Rice LLC; Law Firm of Motley Rice LLC | MDLs: 2179, 2187, 2325, 2326, 2327, 2387, 2440, 2",names: Jospeh Rice | firm(s): (no firm recorded) | MDLs: 2873 | corpus: old_extracted | mentions: 1
attorney,att|frank.watson.burns-watson.3|frank.woodson.allen-beasley-crow-methvin-miles-portis.4,distinct,high,llm-batch,"names: Frank Woodson | firm(s): Beasley Allen Crow Methvin Portis & Miles, P.C.; Beasley, Allen, Crow, Methvin, Portis & Miles, PC; BEASLEY, ALLEN, CROW, METHVI","names: Frank Watson | firm(s): Watson Burns, PLLC | MDLs: 3127 | corpus: new_extracted | mentions: 3"
attorney,att|david.steelman.gaunt-horsefield-steelman.1|david.stellings.bernstein-cabraser-heimann-lieff.6,distinct,high,llm-batch,"names: David Steelman | firm(s): Steelman, Gaunt & Horsefield | MDLs: 2562 | corpus: new_extracted | mentions: 1","names: David S. Stellings, David Stellings | firm(s): Lieff Cabraser Heimann & Bernstein, LLP; Lieff Cabraser Heimann & Bernstein LLP | MDLs: 2750, 2905, 3014, "
attorney,att|joseph.kanee.marcus-zelman.1|joseph.kenney.chimicles-tikellis.1,distinct,high,llm-batch,names: Joseph B. Kenney | firm(s): Chimicles & Tikellis LLP | MDLs: 2577 | corpus: new_extracted | mentions: 1,names: Joseph H. Kanee | firm(s): MARCUS & ZELMAN LLC | MDLs: 3074 | corpus: new_extracted | mentions: 1
attorney,att|james.eubank.allen-beasley-crow-methvin-miles-portis.3|james.evangelista.harris-lowry-penn.3,distinct,high,llm-batch,"names: James M. Evangelista | firm(s): Harris Penn Lowry, LLP; Harris Penn Lowry LLP | MDLs: 2583 | corpus: new_extracted | mentions: 3","names: James Eubank | firm(s): Beasley, Allen, Crow, Methvin, Portis & Miles, P.C. | MDLs: 2903 | corpus: new_extracted | mentions: 3"
attorney,att|william.anderson.cuneo-gilbert-laduca.1|william.andrichik..1,distinct,high,llm-batch,"names: William H. Anderson | firm(s): Cuneo Gilbert & LaDuca, LLP | MDLs: 2588 | corpus: new_extracted | mentions: 1",names: William Andrichik | firm(s): (no firm recorded) | MDLs: 3026 | corpus: new_extracted | mentions: 1
attorney,att|brian.gudmondson.reed-zimmerman.1|brian.gudmundson.reed-zimmerman.13,same,high,llm-web,"names: Brian C. Gudmundson, Brian Gudmundson | firm(s): Zimmerman Reed LLP; Zimmerman Reed, P.L.L.P.; ZIMMERMAN REED, LLP | MDLs: 2522, 2583, 2693, 2779, 2795, ",names: Brian C. Gudmondson | firm(s): Zimmerman Reed LLP | MDLs: 2800 | corpus: old_extracted | mentions: 1
attorney,att|harper.segui.bryson-coleman-grossman-mason-milberg-phillips-whitfield.6|harper.segui.graf-kohn-swift.1,same,high,llm-batch,"names: Harper T. Segui | firm(s): Kohn, Swift & Graf, P.C. | MDLs: 2688 | corpus: new_extracted | mentions: 1","names: Harper Segui, Harper T. Segui | firm(s): Whitfield Bryson LLP; Milberg Coleman Bryson Phillips Grossman, PLLC; WHITFIELD BRYSON & MASON LLP | MDLs: 2886,"
attorney,att|harper.segui.graf-kohn-swift.1|harper.segui.lee-segui.2,same,high,llm-batch,"names: Harper T. Segui | firm(s): Kohn, Swift & Graf, P.C. | MDLs: 2688 | corpus: new_extracted | mentions: 1",names: Harper T. Segui | firm(s): Lee Segui PLLC | MDLs: 3078 | corpus: new_extracted | mentions: 2
attorney,att|harper.segui.bryson-coleman-grossman-mason-milberg-phillips-whitfield.6|harper.segui.lee-segui.2,same,high,llm-batch,"names: Harper Segui, Harper T. Segui | firm(s): Whitfield Bryson LLP; Milberg Coleman Bryson Phillips Grossman, PLLC; WHITFIELD BRYSON & MASON LLP | MDLs: 2886,",names: Harper T. Segui | firm(s): Lee Segui PLLC | MDLs: 3078 | corpus: new_extracted | mentions: 2
attorney,att|michele.dirke..1|michele.drake..1,same,high,llm-web,names: Michele Drake | firm(s): (no firm recorded) | MDLs: 2904 | corpus: new_extracted | mentions: 1,names: Michele Dirke | firm(s): (no firm recorded) | MDLs: 2904 | corpus: new_extracted | mentions: 1
attorney,att|michele.drake..1|michelle.drake.kaster-nichols.4,same,medium,llm-batch,names: Michele Drake | firm(s): (no firm recorded) | MDLs: 2904 | corpus: new_extracted | mentions: 1,"names: Michelle Drake | firm(s): Nichols Kaster PLLP | MDLs: 2522, 3083 | corpus: new_extracted/old_extracted | mentions: 4"
attorney,att|michele.dirke..1|michelle.drake.kaster-nichols.4,same,high,llm-web,names: Michele Dirke | firm(s): (no firm recorded) | MDLs: 2904 | corpus: new_extracted | mentions: 1,"names: Michelle Drake | firm(s): Nichols Kaster PLLP | MDLs: 2522, 3083 | corpus: new_extracted/old_extracted | mentions: 4"
attorney,att|jean.martin.jean-martin-mass-morgan-sutton-tort.7|juan.martinez.morgan.2,distinct,high,llm-web,"names: Jean S. Martin, Jean Sutton Martin, Jean Martin | firm(s): Morgan & Morgan; Morgan & Morgan Mass Tort Dept.; Law Office of Jean Sutton Martin | MDLs: 277","names: Juan R. Martinez, Juan Martinez | firm(s): Morgan & Morgan | MDLs: 3080 | corpus: new_extracted | mentions: 2"
attorney,att|lesley.weaver.auld-bleichmar-fonti.5|lesley.weaver.green-noblin.1,same,medium,llm-batch,"names: Lesley Weaver, Lesley E. Weaver | firm(s): Bleichmar Fonti & Auld LLP; Bleichmar Fonti & Auld, LLP; Bleichmar, Fonti & Auld LLP | MDLs: 2777, 2796, 2843,","names: Ms. Lesley Weaver | firm(s): Green & Noblin, P.C. | MDLs: 2437 | corpus: old_extracted | mentions: 1"
