MDL,Attorney,Gold_Roles,LLM_Roles,Flag,LLM_Added,LLM_Missed
2179,Don Haycraft,Communications,Communications,agree,,
2179,Don Jackson,Management,Management,agree,,
2179,Donald E. Godwin,,Communications; Management,llm_only_not_in_gold,Communications; Management,
2179,Donald Goodwin,Communications; Management,,gold_only_missed_by_llm,,Communications; Management
2179,Elizabeth Cabraser,Management,Management,agree,,
2179,Ervin Gonzalez,Management,Management,agree,,
2179,Frances Bivens,Management,Management,agree,,
2179,Glenn Goodier,Management,Management,agree,,
2179,Hugh Tanner,Management,Management,agree,,
2179,J. Andrew Langan,,Communications; Management,llm_only_not_in_gold,Communications; Management,
2179,James D. “Buddy” Caldwell,,Coordination,llm_only_not_in_gold,Coordination,
2179,James Roy,ClassCounsel; Communications; Management,ClassCounsel; Communications; Fees; Management,llm_added_role,Fees,
2179,J. Andrew Langan,Communications; Management,,gold_only_missed_by_llm,,Communications; Management
2179,Jeffery Breit,Management,Management,agree,,
2179,Jeffrey Breit,Management,Management,agree,,
2179,Joseph Rice,Management,Management,agree,,
2179,Kerry Miller,Communications,Communications,agree,,
2179,Kirby Ky,Communications; Management,,gold_only_missed_by_llm,,Communications; Management
2179,Ky E. Kirby,,Communications; Management,llm_only_not_in_gold,Communications; Management,
2179,Luther Strange,,Coordination,llm_only_not_in_gold,Coordination,
2179,Mary Rose Alexander,,Management,llm_only_not_in_gold,Management,
2179,Mary Rose Alexander,Management,,gold_only_missed_by_llm,,Management
2179,Matthew Lundy,Management,Management,agree,,
2179,Michael Lyle,Communications; Management,Communications; Management,agree,,
2179,Michael Palmintier,Management,Management,agree,,
2179,Mikal Watts,Management,Management,agree,,
2179,Paul Sterbcow,Management,Management,agree,,
2179,Philip Cossich,Management,Management,agree,,
2179,Phillip Wittman,Communications,,gold_only_missed_by_llm,,Communications
2179,Phillip A. Wittmann,,Communications,llm_only_not_in_gold,Communications,
2179,R. Michael Underhill,,Coordination,llm_only_not_in_gold,Coordination,
2179,Rhon Jones,Management,Management,agree,,
2179,Robert Cunningham,Management,Fees; Management,llm_added_role,Fees,
2179,Robin Greenwald,Management,Fees; Management,llm_added_role,Fees,
2179,Sandra L. Duggan,,Fees,llm_only_not_in_gold,Fees,
2179,Scott Summy,Management,Management,agree,,
2179,Stephen Herman,ClassCounsel; Communications; Management,ClassCounsel; Communications; Fees; Management,llm_added_role,Fees,
2184,Daniel Small,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2184,Elizabeth Cabraser,ClassCounsel; Communications,ClassCounsel; Communications,agree,,
2184,Jeffrey Kodroff,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2185,None None,,ClassCounsel; Communications; LeadCounsel; Management,llm_only_not_in_gold,ClassCounsel; Communications; LeadCounsel; Management,
2187,A. De Bartolomeo,Management,Management,agree,,
2187,Aimee Wagstaff,Management,Management,agree,,
2187,A. J. De Bartolomeo,Management,,gold_only_missed_by_llm,,Management
2187,Alyson Oliver,Management,Management,agree,,
2187,Amiee Wagstaff,Management,Management,agree,,
2187,Amy Eskin,Management,Management,agree,,
2187,Archibald Lamb,Management,Management,agree,,
2187,Ben Anderson,Management,Management,agree,,
2187,Bill Robins,Management,Management,agree,,
2187,Bryan Aylstock,LeadCounsel; Management,LeadCounsel; Management,agree,,
2187,Carl Frankovitch,Communications; Fees; Management,Communications; Fees; Management,agree,,
2187,Chris Placitella,Management,Management,agree,,
2187,Clayton Clark,Fees; Management,Fees; Management,agree,,
2187,Dave Matthews,Management,Management,agree,,
2187,David Allen,Management,Management,agree,,
2187,Deborah Moeller,LeadCounsel,LeadCounsel,agree,,
2187,Derek Potts,LeadCounsel; Management,LeadCounsel; Management,agree,,
2187,Dianne Nast,Management,Management,agree,,
2187,Don Sensabaugh,LeadCounsel,LeadCounsel,agree,,
2187,Doug Monsour,Management,Management,agree,,
2187,Ed Blizzard,Management,Management,agree,,
2187,Edward Wallace,Management,Management,agree,,
2187,Eric Chaffin,Management,Management,agree,,
2187,Erik Walker,Management,Management,agree,,
2187,Erin Copeland,Management,Management,agree,,
2187,Fidelma Fitzpatrick,Management,Management,agree,,
2187,Fred Thompson,Communications; LeadCounsel; Management,Communications; LeadCounsel; Management,agree,,
2187,Harry Bell,Communications; Management,Communications; Management,agree,,
2187,Henry Garrard,Communications; Fees; LeadCounsel; Management,Communications; Fees; LeadCounsel; Management,agree,,
2187,Hunter Shkolnik,Management,Management,agree,,
2187,J Osborne,Management,Management,agree,,
2187,J. Rogers,Management,Management,agree,,
2187,Jayne Conroy,Management,Management,agree,,
2187,Jeff Grand,Management,Management,agree,,
2187,Jerry Parker,Management,Management,agree,,
2187,Joe Osborne,Management,,gold_only_missed_by_llm,,Management
2187,Joe Saunders,Management,Management,agree,,
2187,Joe Zanies,Management,,gold_only_missed_by_llm,,Management
2187,Joe Zonies,,Management,llm_only_not_in_gold,Management,
2187,John Foley,Management,Management,agree,,
2187,John Restaino,Management,Management,agree,,
2187,Jon Restaino,Management,Management,agree,,
2187,Joseph Rice,Fees,Fees,agree,,
2187,Josh Wages,Management,Management,agree,,
2187,J.R. Rogers,Management,Management,agree,,
2187,Karen Beyea-Schroeder,Management,Management,agree,,
2187,Karen Menzies,Management,Management,agree,,
2187,Kim Wilson,Management,Management,agree,,
2187,Laura Yaeger,Management,Management,agree,,
2187,Laura Yeager,Management,Management,agree,,
2187,Lawrence Tweel,Communications,Communications,agree,,
2187,Lee Balefsky,Management,Management,agree,,
2187,Leigh O'Dell,Management,Management,agree,,
2187,Lisa Blue,Management,Management,agree,,
2187,Lisa Gorshe,Management,Management,agree,,
2187,Marc Williams,Communications,Communications,agree,,
2187,Mark Mueller,Management,Management,agree,,
2187,Martin Crump,Management,Management,agree,,
2187,Melissa Bird,Communications,Communications,agree,,
2187,Michael Goetz,Management,Management,agree,,
2187,Michelle Parfitt,Management,Management,agree,,
2187,Mike Miller,Management,Management,agree,,
2187,Norwood Wilner,Management,Management,agree,,
2187,Paul Farrell,Communications; Management,Communications; Management,agree,,
2187,Pete Flowers,Management,Management,agree,,
2187,Rachel Abrams,Management,Management,agree,,
2187,Renee Baggett,Fees; Management,Fees; Management,agree,,
2187,Richard Arsenault,Management,Management,agree,,
2187,Richard North,LeadCounsel,LeadCounsel,agree,,
2187,Rick Meadow,Management,Management,agree,,
2187,Riley Burnett,Fees; Management,Fees; Management,agree,,
2187,Robert Price,Management,Management,agree,,
2187,Robert Salim,Management,Management,agree,,
2187,Russell Budd,Management,Management,agree,,
2187,Sandra Bresnick,LeadCounsel,LeadCounsel,agree,,
2187,Scott Love,Management,Management,agree,,
2187,Stacy Hauer,Management,Management,agree,,
2187,Thomas Cartmell,Fees; Management,Fees; Management,agree,,
2187,Tim Goss,Management,Management,agree,,
2187,Todd Harvey,Management,Management,agree,,
2187,Tom Anapol,Management,Management,agree,,
2187,Tom Cartmell,Management,Management,agree,,
2187,Victoria Maniatis,Management,Management,agree,,
2187,Willard Moody,Management,Management,agree,,
2187,William McKee,Fees,,gold_only_missed_by_llm,,Fees
2187,Yvonne Flaherty,Fees; Management,Fees; Management,agree,,
2187,Zonles Joe,Management,,gold_only_missed_by_llm,,Management
2197,Amy Solomon,Coordination,Coordination,agree,,
2197,Andres Alonso,Management,Management,agree,,
2197,Annesley DeGaris,Expert,Expert,agree,,
2197,Ben Gordon,Fees; Management,Fees; Management,agree,,
2197,Christopher Placitella,Coordination,Coordination,agree,,
2197,Christopher Seeger,Fees; Management,Fees; Management,agree,,
2197,Donald Migliori,Management,Management,agree,,
2197,Ed Blizzard,Management,Management,agree,,
2197,Ellen Relkin,Fees; LeadCounsel; Management,Fees; LeadCounsel; Management,agree,,
2197,Esther Berezofsky,Management,Management,agree,,
2197,Hezekiah Sistrunk,Discovery,Discovery,agree,,
2197,Jane Conroy,,Management,llm_only_not_in_gold,Management,
2197,Jayne Conroy,Management,,gold_only_missed_by_llm,,Management
2197,John Restaino,Expert,Expert,agree,,
2197,Ken Seeger,Expert,Expert,agree,,
2197,Kenneth Seeger,Fees,Fees,agree,,
2197,Khaldoun Baghdadi,Fees,Fees,agree,,
2197,Kristen Mayer,Communications,Communications,agree,,
2197,Lawrence Gornick,Fees; Management,Fees; Management,agree,,
2197,Leonard Davis,Management,Management,agree,,
2197,Mark Lanier,Management,Management,agree,,
2197,Mark Robinson,Fees; Management,Fees; Management,agree,,
2197,Michael Kelly,Fees,Fees,agree,,
2197,Michael London,Management,Management,agree,,
2197,Michelle Kranz,Communications; Fees,Communications; Fees,agree,,
2197,Navan Ward,Management,Management,agree,,
2197,Pete Kaufman,Fees,Fees,agree,,
2197,Peter Flowers,Fees,Fees,agree,,
2197,Peter Polos,Management,Management,agree,,
2197,Philip Bohrer,Discovery,Discovery,agree,,
2197,R. Kennedy,Fees; Management,Fees; Management,agree,,
2197,Richard Arsenault,Discovery,Discovery,agree,,
2197,Robert Tucker,LeadCounsel,LeadCounsel,agree,,
2197,Saul Katz,Management,,gold_only_missed_by_llm,,Management
2197,Seth Katz,,Management,llm_only_not_in_gold,Management,
2197,Steven Baron,Expert,Expert,agree,,
2197,Steven Skikos,Fees; LeadCounsel; Management,Fees; LeadCounsel; Management,agree,,
2197,Susan Sharko,LeadCounsel,LeadCounsel,agree,,
2197,Tara Sutton,Motions,Motions,agree,,
2197,Thomas Anapol,Discovery,Discovery,agree,,
2197,Timothy Becker,Motions,Motions,agree,,
2197,Trent Miracle,Discovery,Discovery,agree,,
2197,Troy Rafferty,Fees,Fees,agree,,
2197,Turner Branch,Discovery,Discovery,agree,,
2197,Wendy Fleishman,Management,Management,agree,,
2221,None None,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2221,Christopher W. Hellmich,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2221,Cristopher Hellmich,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2221,Gary Friedman,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2221,Hellmich Christopher,ClassCounsel; LeadCounsel,,gold_only_missed_by_llm,,ClassCounsel; LeadCounsel
2221,Mark Reinhardt,LeadCounsel; Management,ClassCounsel; LeadCounsel; Management,llm_added_role,ClassCounsel,
2221,Michael Hausfeld,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2221,Vincent Esades,Management,Management,agree,,
2243,None None,,Communications; Management,llm_only_not_in_gold,Communications; Management,
2243,Arnold Levin,Management,Management,agree,,
2243,Christopher Seeger,Management,Management,agree,,
2243,David Dickens,Management,Management,agree,,
2243,Frank Piscitelli,Management,Management,agree,,
2243,Fred Thompson,Management,Management,agree,,
2243,George E. McDavid,,Communications,llm_only_not_in_gold,Communications,
2243,Glenn S. Kerner,,Communications,llm_only_not_in_gold,Communications,
2243,James Cecchi,Management,Management,agree,,
2243,James Dugan,Management,Management,agree,,
2243,Leonard Davis,Management,Management,agree,,
2243,Mark Robinson,Management,Management,agree,,
2243,Perry Weitz,Management,Management,agree,,
2243,Victoria Maniatis,Management,Management,agree,,
2243,Wesley Cook,Management,Management,agree,,
2244,Adam Salvas,Motions,Motions,agree,,
2244,Andrea Bierstein,Motions,Motions,agree,,
2244,Ben Gordon,Expert; Management,Expert; Management,agree,,
2244,Brian Devine,Expert,Expert,agree,,
2244,C. Warriner,Management,Management,agree,,
2244,Christopher Seeger,Management,Management,agree,,
2244,Dana Taschner,Management,Management,agree,,
2244,Don Migliori,Management,Management,agree,,
2244,Donald Migliori,Management,,gold_only_missed_by_llm,,Management
2244,Douglass Kreis,Management,Management,agree,,
2244,Eric Johnson,Discovery,Discovery,agree,,
2244,Franklin Azar,Management,Management,agree,,
2244,Hunter Shkolnik,Management,Management,agree,,
2244,Jane Sams,Discovery; Management,Discovery; Management,agree,,
2244,Jayne Conroy,Management,Fees; Management,llm_added_role,Fees,
2244,Jeff Grand,Discovery; Management,Discovery; Management,agree,,
2244,Jennifer Hoekstra,Motions,Motions,agree,,
2244,Jerold Parker,Management,Management,agree,,
2244,John Climaco,Management,Management,agree,,
2244,John Restaino,Expert; Management,Expert; Management,agree,,
2244,John Romano,Expert,Expert,agree,,
2244,Julia Zaic,Expert,Expert,agree,,
2244,Justin Presnal,Motions,Motions,agree,,
2244,Kenneth Seeger,Coordination; Management; Trial,Coordination; Management; Trial,agree,,
2244,Kevin Parker,Expert; Motions,Motions,llm_missed_role,,Expert
2244,Khaldoun Baghdadi,Coordination; Management; Motions; Trial,Management; Trial,llm_missed_role,,Coordination; Motions
2244,Larry Boyd,Coordination; LeadCounsel; Management; Trial,LeadCounsel; Management; Trial,llm_missed_role,,Coordination
2244,Lawrence Gornick,Discovery; Management,Discovery; Management,agree,,
2244,Lori Restaino,Expert,Expert,agree,,
2244,Marc Bernstein,Management,,gold_only_missed_by_llm,,Management
2244,Marc Grossman,Management,Management,agree,,
2244,Mark Lanier,,Fees,llm_only_not_in_gold,Fees,
2244,Matthew Haindfield,Discovery,Discovery,agree,,
2244,Megan McKenzie,Discovery,Discovery,agree,,
2244,Navan Ward,Discovery; Management,Discovery; Management,agree,,
2244,Paul Cordella,Expert,Expert,agree,,
2244,Paul Hanly,Discovery,Discovery,agree,,
2244,Paul Pennock,Expert,Expert,agree,,
2244,Pete Kaufman,Expert,Expert,agree,,
2244,Peter Samberg,Expert; Management,Expert; Management,agree,,
2244,Richard Arsenault,Communications; Management,Fees; Management,partial_disagree,Fees,Communications
2244,Richard Meadow,Coordination; Trial,Coordination,llm_missed_role,,Trial
2244,Sri Gupta,Expert,Expert,agree,,
2244,Sri Ward,Expert,,gold_only_missed_by_llm,,Expert
2244,Steve Harrison,Fees; Management,Fees; Management,agree,,
2244,Thomas Anapol,Management,Management,agree,,
2244,Thomas Cartmell,Management,Management,agree,,
2244,Thomas Preuss,Discovery,Discovery,agree,,
2244,Timothy Becker,Management,,gold_only_missed_by_llm,,Management
2244,Trent Miracle,Management,Management,agree,,
2244,Vincent Moccio,Discovery,Discovery,agree,,
2244,W. Lanier,LeadCounsel; Management; Trial,LeadCounsel; Management; Trial,agree,,
2244,Wayne Fisher,LeadCounsel,Fees; LeadCounsel,llm_added_role,Fees,
2244,William Kershaw,Discovery,Discovery,agree,,
2262,None None,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2263,Adam Levitt,Management,Management,agree,,
2263,Charles Schaffer,Management,Management,agree,,
2263,Christopher Ellis,Management,Management,agree,,
2263,Daniel Becnel,Management,Management,agree,,
2263,David Rash,Management,Management,agree,,
2263,Eric Holland,Management,Management,agree,,
2263,James Shah,Management,Management,agree,,
2263,John Climaco,Management,Management,agree,,
2263,Jordan Chaikin,Management,Management,agree,,
2263,Lucy Karl,LeadCounsel,LeadCounsel; Management,llm_added_role,Management,
2263,Richard Arsenault,Management,Management,agree,,
2272,Alyson Oliver,Management,Management,agree,,
2272,Andrea Pierson,LeadCounsel,LeadCounsel,agree,,
2272,Daniel Burke,Management,Management,agree,,
2272,Daniel Lapinski,Management,Management,agree,,
2272,Doug Monsour,Management,Management,agree,,
2272,Hunter Shkolnik,Management,Management,agree,,
2272,James Ronca,LeadCounsel,LeadCounsel,agree,,
2272,Joseph Osborne,Management,Management,agree,,
2272,Joseph Yeager,LeadCounsel,LeadCounsel,agree,,
2272,Karen Beyea-Schroeder,Management,Management,agree,,
2272,Kurt Stitcher,Communications,Communications,agree,,
2272,Michael London,Management,Management,agree,,
